Posted On,BHK,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
75,1,600,16,1,724,3,1,1,1,0
75,3,2080,200,1,583,0,1,2,3,2
23,2,900,349,2,1865,1,1,1,2,2
43,3,1600,176,2,362,5,1,1,3,0
79,1,500,200,1,1028,3,1,0,1,0
76,1,400,275,1,1262,5,2,1,1,0
75,2,600,455,2,991,4,2,0,1,0
52,2,850,447,1,18,1,2,2,2,2
39,2,1000,457,2,892,0,1,1,2,2
20,1,400,196,2,1056,3,2,1,1,2
20,2,1200,196,2,1215,3,2,1,2,2
8,1,250,1,1,1413,2,1,1,1,2
31,3,1660,14,1,507,0,1,1,2,2
23,3,1200,16,1,667,0,2,0,3,2
76,2,640,215,1,1160,5,1,2,2,0
66,2,710,32,1,1831,5,1,1,2,0
64,3,1002,196,2,1209,1,0,1,2,2
75,3,1520,224,1,1808,0,1,1,4,0
22,4,1460,42,1,796,5,1,1,4,0
59,2,640,364,1,589,5,2,1,2,0
31,1,500,318,1,674,5,0,0,1,0
49,1,350,191,1,630,5,0,1,1,2
75,2,650,371,1,383,5,2,2,2,0
66,3,1200,360,1,1763,5,0,1,3,0
55,2,650,349,1,1328,5,2,2,2,0
20,2,647,196,2,1282,3,2,1,1,2
18,2,900,198,2,1076,2,0,1,2,2
75,3,2600,200,1,228,3,1,1,3,0
75,2,720,312,1,1850,4,1,1,2,2
31,2,700,458,2,399,0,1,1,1,2
45,2,1100,457,2,2046,1,2,1,2,2
74,1,650,267,2,962,3,1,1,1,2
78,2,777,145,1,730,5,0,1,2,0
50,2,700,455,2,2163,1,2,1,2,2
64,2,760,10,2,66,3,2,2,2,2
55,1,478,298,1,315,5,1,1,2,0
75,3,1233,292,1,162,5,1,1,4,0
2,2,750,198,1,2213,4,1,1,2,2
53,1,350,455,2,1209,1,2,1,1,2
31,2,840,14,2,511,0,1,1,1,2
75,2,2000,457,2,1437,3,2,1,2,2
20,3,1200,192,2,1232,0,2,1,3,2
70,2,380,1,2,1561,2,2,1,2,2
37,1,750,455,2,1545,1,1,1,1,2
75,2,1099,192,2,2050,1,1,2,2,2
59,2,500,313,1,1029,4,2,0,1,2
20,1,400,14,2,1044,1,2,1,1,2
27,2,800,18,2,368,0,1,1,2,2
13,2,500,196,2,826,2,2,1,1,2
77,2,1050,270,2,2032,3,2,1,3,2
34,2,630,306,1,1721,5,2,2,2,0
66,2,850,10,1,1608,0,1,0,1,2
22,2,750,350,1,2062,5,1,2,2,0
55,3,1325,122,1,1612,5,0,1,4,0
75,2,450,312,2,1817,2,1,1,1,2
11,2,1200,347,1,1215,3,1,0,2,2
27,2,1387,458,2,1416,0,1,1,3,2
31,2,2700,14,2,661,2,0,1,2,0
39,5,3250,65,1,476,5,2,2,5,0
67,2,2000,10,1,1728,1,1,1,2,2
27,2,300,447,1,991,4,2,0,1,2
67,2,785,202,1,364,5,2,0,2,0
61,2,694,19,1,225,5,1,1,2,0
47,3,1465,198,2,1931,0,1,1,3,2
20,2,890,10,1,1441,1,2,0,2,2
31,2,500,196,2,668,0,2,1,1,2
7,1,520,270,1,620,2,1,1,1,2
75,1,450,455,2,1291,1,2,1,1,2
76,3,1500,196,2,420,1,1,1,3,2
75,3,2400,192,1,953,1,0,1,3,0
62,3,1350,335,1,983,0,1,0,3,2
43,1,600,1,2,1384,0,2,1,1,2
71,3,1100,1,2,821,4,1,2,2,2
31,2,600,198,2,1074,0,1,1,1,2
47,1,450,270,2,1690,2,2,0,1,2
7,4,3250,64,1,1145,3,1,1,5,2
35,2,850,458,2,864,0,1,1,2,2
13,1,150,10,1,107,4,2,1,1,2
42,2,1000,192,1,1307,0,1,1,2,2
34,2,785,316,1,813,5,0,1,2,0
8,2,600,196,1,86,1,2,1,2,2
63,2,1150,270,1,2088,0,1,2,2,0
73,1,500,198,2,309,0,1,1,1,2
76,2,600,200,1,643,5,2,1,2,0
54,1,300,458,1,613,4,2,1,1,2
31,2,900,270,2,133,0,1,1,1,2
39,2,1100,200,2,1680,0,1,1,2,2
31,2,1200,455,2,898,0,2,1,2,2
53,4,3800,16,1,1162,2,1,1,5,0
15,1,550,470,1,2215,3,2,1,1,2
41,2,700,455,2,1051,1,2,1,2,2
47,5,960,447,2,964,4,2,1,2,2
76,2,600,17,1,643,5,2,1,2,0
64,2,800,312,2,707,4,0,1,1,0
75,2,800,196,2,1152,1,2,1,2,2
76,2,2200,16,1,472,2,2,0,3,0
64,1,350,10,1,483,4,1,1,1,2
38,3,120,200,2,349,4,0,1,2,2
71,2,400,447,1,2202,4,2,1,1,2
43,2,1650,196,2,602,0,2,1,3,2
60,1,310,461,1,1182,5,2,0,1,0
43,2,700,455,2,1084,4,1,1,1,2
55,1,500,270,1,1369,2,2,1,1,0
78,2,751,268,1,920,5,1,2,2,0
63,1,850,267,2,1,3,2,1,2,2
47,1,600,196,2,1983,0,1,1,1,2
26,2,1800,1,2,247,3,0,1,2,2
60,2,700,349,1,569,5,1,1,2,0
8,2,800,349,2,1811,3,2,1,2,2
20,2,1100,196,2,2032,3,2,1,2,2
74,3,1700,270,1,1530,2,1,0,3,0
31,2,1200,459,2,2092,0,2,1,2,2
46,2,1145,312,2,1359,1,1,0,2,2
67,1,350,34,1,1133,5,2,0,2,0
28,3,1000,457,2,2118,1,1,1,1,2
43,3,1261,270,1,1994,1,1,1,3,2
36,1,630,1,1,2043,1,1,0,1,2
75,2,1000,447,1,255,3,1,2,2,2
68,3,2100,31,2,1337,3,1,1,3,0
25,4,1755,432,1,553,5,2,2,4,0
55,3,1450,458,1,2058,2,0,0,2,0
55,2,900,458,1,1076,2,2,1,2,0
62,2,1000,458,1,1054,0,1,2,2,2
35,2,100,457,2,1220,2,2,1,2,2
7,2,1400,198,2,1036,0,1,1,2,2
63,4,1200,331,2,1330,4,0,1,2,2
47,1,600,196,2,896,0,2,1,1,2
54,2,800,16,2,982,0,2,1,1,2
53,2,60,18,2,1272,3,2,1,2,2
66,3,1100,379,1,1020,5,0,1,3,0
20,5,1880,192,1,464,4,2,0,2,2
37,3,850,1,1,1769,4,1,1,3,2
13,2,1000,455,2,836,2,2,1,2,2
77,2,1200,458,2,1251,1,2,1,2,2
66,2,650,457,1,132,0,2,1,2,2
64,3,1557,17,2,1202,1,1,1,3,2
37,2,1000,271,2,1977,1,1,1,2,2
18,2,75,313,2,34,2,2,1,2,2
17,2,700,16,2,2109,0,1,1,2,2
35,3,2200,198,1,762,0,1,0,3,0
62,4,1545,378,1,2019,5,1,2,5,0
73,2,450,455,2,342,2,2,1,1,2
42,1,300,267,2,1952,2,0,1,1,2
46,1,350,1,1,1975,4,2,0,1,2
67,6,4500,447,1,1625,1,1,0,5,0
62,1,200,192,2,1855,4,0,1,1,2
24,1,500,455,2,141,1,2,1,1,2
54,2,84,198,1,1504,2,1,0,2,0
76,2,550,455,2,752,0,2,1,2,2
42,3,1350,270,1,619,3,1,1,2,2
39,1,800,270,2,511,0,2,1,1,2
75,3,1800,455,2,1023,1,2,0,2,2
78,2,950,199,1,441,5,1,1,2,0
33,1,680,457,1,235,3,2,1,1,2
7,1,700,14,1,1488,3,2,0,1,2
47,2,480,16,2,1692,2,1,1,1,2
75,2,160,455,2,1319,3,2,1,2,2
56,1,500,347,0,1810,3,2,1,1,2
31,2,600,196,2,708,0,1,1,2,2
59,2,500,14,2,1075,2,1,1,2,2
31,2,1700,457,2,1771,0,1,1,2,2
62,1,500,423,1,2049,5,0,1,1,0
67,2,800,372,1,1472,5,1,1,2,0
28,2,1050,457,2,700,3,2,1,2,2
16,1,300,270,1,814,5,2,0,1,2
62,3,1100,117,1,634,5,2,1,3,0
47,1,800,10,2,1323,3,2,1,1,2
7,3,1100,455,2,1760,4,1,1,2,2
46,3,1360,351,2,378,0,1,1,2,2
60,2,800,447,2,597,4,2,0,1,0
20,1,300,14,2,994,3,2,1,1,2
52,1,1000,447,2,523,4,1,1,1,2
71,3,1956,21,2,1270,3,1,0,3,2
56,2,530,196,2,875,1,1,1,1,2
74,2,1100,192,2,209,3,1,1,2,2
66,1,400,447,2,1856,4,2,1,1,0
27,2,900,455,2,712,0,1,1,2,2
15,2,700,455,1,525,4,1,1,2,0
27,2,720,69,1,1831,5,1,1,2,0
27,2,1200,381,1,1000,5,0,1,3,0
55,3,2400,270,1,661,2,1,0,3,0
26,3,1250,198,1,394,2,2,0,2,0
30,2,1300,196,2,914,2,2,0,2,0
76,1,420,14,1,388,5,1,2,2,0
11,2,700,455,2,1887,4,2,0,1,2
13,1,500,16,2,398,0,2,1,1,2
17,2,1000,192,2,1037,3,1,1,2,2
62,1,650,10,2,2017,1,2,1,1,2
34,4,2700,198,1,1584,2,1,0,4,0
31,3,1120,196,2,2176,2,2,1,2,2
76,1,300,196,2,322,0,1,1,1,2
36,3,1550,14,1,1847,2,1,0,3,0
24,2,900,455,2,1878,1,2,1,2,2
14,2,960,10,2,423,1,2,1,2,2
37,2,940,30,2,975,1,2,1,2,2
22,3,2000,1,2,865,0,1,1,3,2
39,2,800,10,2,522,4,2,1,1,2
31,2,750,10,1,1652,4,1,1,1,2
20,1,350,196,2,156,3,2,1,1,2
53,1,500,457,2,881,1,1,1,1,2
55,2,950,447,1,167,4,2,1,2,2
20,2,1450,198,2,1323,3,1,1,2,2
22,1,400,270,2,740,0,2,1,1,2
66,4,3200,229,1,1073,5,0,1,4,0
40,2,600,192,2,2052,3,2,1,2,2
49,2,740,10,2,414,1,2,2,2,2
77,4,3000,16,1,1731,2,1,1,4,0
20,2,650,196,2,207,3,2,2,2,2
59,2,1000,455,1,1669,0,1,1,2,0
52,2,1100,271,1,1396,3,1,1,2,0
35,2,1200,447,1,157,0,1,1,2,2
53,2,600,192,2,1745,1,2,1,2,2
64,3,1120,16,2,1804,1,1,1,2,2
73,2,1200,196,2,1461,0,1,1,2,2
27,2,1100,270,1,716,0,0,0,2,0
69,3,1325,2,1,830,0,1,1,2,2
36,4,2200,355,1,868,5,0,1,4,0
20,2,1000,10,2,1440,1,2,1,2,2
43,1,400,455,1,1390,4,1,0,1,2
42,1,600,10,1,1762,4,2,1,1,0
39,1,250,17,2,784,2,0,1,1,2
25,2,750,196,2,80,3,1,1,2,2
56,1,240,458,1,817,4,2,0,1,2
75,3,900,270,1,139,2,1,0,3,0
71,4,1600,200,2,1257,3,2,1,4,2
72,2,500,16,1,1102,2,1,1,2,0
41,2,450,14,1,1166,2,2,1,1,2
35,2,600,196,2,2024,0,1,1,1,2
55,3,1100,271,2,1054,0,2,2,3,2
59,3,1050,61,1,2069,5,2,0,3,0
33,3,868,434,1,1454,5,2,2,3,0
45,2,1000,10,2,706,3,1,1,3,2
34,1,550,458,1,1933,5,2,1,1,0
31,1,250,455,2,2092,0,2,1,1,2
76,1,400,16,1,1102,2,1,1,1,0
9,3,1000,14,1,976,1,2,0,3,2
43,1,495,349,2,114,5,0,1,2,2
41,3,1700,14,1,1758,4,1,0,3,0
22,1,400,196,1,1910,2,0,0,1,2
35,2,65,458,2,1382,2,2,1,1,2
35,1,500,196,1,2000,0,2,1,1,2
70,3,1050,458,1,1335,2,2,2,2,0
63,2,500,10,1,931,0,1,1,1,2
59,2,800,16,2,811,0,1,1,2,2
62,2,750,202,1,1586,5,2,0,2,0
74,3,1800,192,1,1212,3,1,1,4,2
49,2,850,14,2,420,1,1,1,2,2
42,1,400,455,1,1762,4,2,1,1,0
22,2,800,1,2,261,4,2,1,2,2
49,3,1500,198,1,1525,1,2,0,3,0
37,1,500,16,1,1369,2,1,0,1,0
51,2,650,457,1,1171,5,0,0,3,0
25,3,920,95,1,1730,5,2,1,3,0
33,2,600,349,1,383,5,1,0,2,2
7,1,600,10,1,1874,0,1,1,1,2
65,1,400,198,1,1301,0,1,1,1,2
39,1,200,458,2,1433,0,1,1,1,2
13,1,700,196,1,896,0,1,1,1,2
75,2,1100,198,2,1563,3,1,1,2,2
1,2,650,10,2,613,4,2,1,1,2
22,1,650,447,1,1901,0,1,1,1,2
57,1,340,87,1,1161,5,2,1,1,0
64,2,1000,270,2,1379,3,1,1,2,2
7,2,500,10,2,1175,2,1,1,1,2
59,2,900,417,1,1226,5,0,2,2,0
36,1,200,312,2,446,2,0,1,1,2
53,2,1140,459,2,1270,3,0,1,2,2
74,1,800,1,2,1647,0,2,1,1,2
66,1,680,349,2,212,5,0,1,4,0
63,1,500,14,2,19,4,2,1,1,2
56,3,1400,61,1,1464,1,1,2,3,2
50,2,831,131,1,973,5,2,2,2,0
31,2,650,198,2,322,0,1,1,2,2
17,3,1800,200,2,770,3,1,1,3,2
20,2,1000,270,2,2033,3,1,1,2,2
31,3,2000,14,1,1019,2,1,1,2,2
22,2,700,350,1,1141,5,2,2,2,0
78,3,140,457,1,835,2,1,0,2,0
43,1,460,271,1,1303,0,1,1,1,0
76,3,240,16,1,1749,2,2,1,3,0
28,1,625,297,2,809,1,1,1,1,2
40,2,1200,1,2,1961,1,2,1,2,2
14,1,600,458,2,2159,3,0,1,1,2
68,2,1075,10,2,1967,1,1,1,2,2
59,2,1200,447,2,1647,0,1,1,2,2
7,3,800,458,1,873,4,2,1,1,2
26,3,1250,270,1,395,2,2,1,3,0
68,1,400,198,1,1207,2,2,0,1,2
78,2,750,19,1,1776,5,1,0,2,0
60,3,1800,275,1,225,5,1,1,4,0
66,2,550,455,1,196,4,1,2,2,2
75,2,590,457,1,1195,1,1,1,2,2
50,2,1100,270,2,559,0,1,1,2,2
31,1,200,198,1,2200,2,2,0,1,0
64,3,1250,196,2,1152,1,1,1,2,2
35,2,800,198,1,1695,2,2,1,2,0
12,2,1200,449,1,559,0,1,1,2,2
73,1,472,80,1,1225,5,1,0,2,2
59,2,810,455,2,2092,0,1,1,1,2
68,2,500,14,2,1767,2,2,1,1,2
70,1,230,457,2,312,4,2,1,1,2
68,2,1250,16,2,1638,3,2,1,2,2
68,2,800,192,2,414,1,2,1,2,2
54,2,700,117,1,28,5,2,0,2,0
59,1,400,457,1,2197,0,2,0,1,0
70,2,980,16,2,1574,1,2,1,2,2
40,2,800,10,2,1390,4,1,1,2,2
75,2,900,267,2,121,1,1,1,2,2
74,3,2671,189,1,2142,3,1,2,3,2
37,3,1480,196,2,1411,3,0,1,3,2
75,4,1900,341,1,1436,1,1,2,4,0
77,3,1800,10,1,2104,1,1,0,3,2
45,2,1150,1,1,2163,1,2,0,2,2
28,2,730,196,2,1778,1,1,1,2,2
32,2,1000,455,2,1897,0,1,1,1,2
63,2,950,192,2,1215,3,2,1,2,2
62,1,377,265,2,1906,5,2,1,2,2
11,3,800,192,1,1708,1,2,1,2,2
57,2,850,198,1,1637,2,2,1,2,0
47,2,1234,6,2,1251,1,1,1,2,2
49,2,1300,447,2,1319,3,2,1,2,2
77,2,650,270,1,2186,3,2,1,2,2
73,2,90,198,2,1219,2,1,1,2,2
6,1,560,275,2,1809,5,1,0,2,2
71,3,1400,317,1,1000,5,2,1,3,0
20,3,1500,455,1,276,4,0,0,2,2
39,3,1200,374,1,1112,5,1,1,3,0
76,1,480,313,1,548,2,2,1,1,0
67,2,2200,1,1,835,2,1,2,2,2
31,1,550,10,2,1333,4,1,1,1,0
75,2,650,337,1,870,5,2,2,2,0
14,3,1350,10,2,348,1,1,1,3,2
70,3,1625,402,2,1436,1,0,1,3,0
57,1,360,464,2,1275,1,1,1,1,2
56,3,1100,145,1,1831,5,1,1,3,0
64,3,1400,347,1,1758,4,0,0,3,0
25,2,1000,198,1,1946,1,1,1,2,0
39,2,1250,10,1,2160,0,2,0,2,2
8,3,1450,458,2,230,0,1,1,3,2
75,3,1400,44,2,423,1,1,1,3,2
78,4,1450,279,1,273,5,2,1,4,0
6,2,600,196,2,560,0,1,1,2,2
12,2,900,312,1,1597,2,0,1,2,2
43,3,1200,196,2,866,0,2,0,2,2
68,2,900,10,1,523,4,2,1,1,2
77,1,700,455,2,923,1,1,1,1,2
59,1,400,1,1,711,0,2,1,1,2
50,4,4000,270,1,102,2,1,1,5,0
20,1,650,457,2,1587,3,2,1,1,2
65,2,800,457,1,611,4,2,0,2,2
75,3,2405,26,2,1215,3,1,0,3,0
33,1,200,457,2,1195,1,1,1,1,2
9,2,1100,16,2,769,3,1,1,2,2
18,3,125,270,2,1002,2,1,1,2,2
73,2,826,10,2,1251,1,1,1,2,2
56,2,1100,198,1,745,0,1,1,2,0
67,3,1500,1,2,1435,3,2,1,3,2
74,3,1300,270,1,459,2,1,0,3,0
69,2,800,10,2,1352,1,1,2,2,2
77,2,500,455,1,2073,1,0,1,2,2
28,2,730,10,2,86,1,2,1,1,2
68,1,400,10,2,1056,3,2,1,1,2
20,3,1300,267,2,1080,3,1,0,2,2
59,1,480,349,1,1816,5,0,2,2,0
49,3,1200,14,2,2071,1,1,1,2,2
31,2,650,271,1,255,3,2,1,2,2
7,3,120,313,2,283,2,0,1,3,2
54,3,1100,447,1,1760,4,2,0,2,0
64,2,1000,10,2,1542,1,1,1,2,2
60,3,1275,313,1,1634,3,2,1,2,2
71,3,1100,2,1,1556,3,1,1,2,2
62,2,720,335,1,1764,5,1,1,2,0
39,2,695,316,1,225,5,1,1,1,0
63,2,750,16,2,1371,0,1,1,2,2
69,2,680,335,1,388,5,2,1,2,0
18,1,450,16,2,1258,2,2,1,1,2
35,3,1205,198,2,538,2,0,1,2,2
79,2,1100,347,1,1028,3,1,1,2,0
20,2,770,10,2,1961,1,1,1,2,2
59,1,650,198,1,1749,2,0,0,1,0
77,2,635,192,1,1217,1,1,0,2,2
53,1,225,455,1,954,2,1,1,1,2
34,1,430,97,1,1863,5,1,1,2,0
33,3,1065,313,2,2137,1,1,1,3,2
23,2,1000,14,1,964,4,2,1,2,2
40,2,1350,10,1,427,0,1,1,2,2
36,3,1120,418,1,441,5,0,2,2,0
12,2,450,270,1,1486,2,2,1,1,2
78,2,650,54,1,816,5,2,2,2,0
60,3,1600,14,1,1964,3,1,2,3,2
67,3,1100,235,1,1803,5,2,0,3,0
14,2,1500,455,2,1961,1,0,1,2,2
58,2,1200,192,2,744,4,1,0,2,2
75,2,575,10,1,1222,1,1,1,2,2
73,1,700,347,1,375,3,1,1,1,2
37,2,1200,457,2,255,3,1,1,2,2
17,2,900,455,1,577,0,2,1,2,2
50,1,750,1,1,274,0,1,1,1,2
37,2,800,447,1,1590,1,2,1,2,2
61,2,60,1,2,1639,2,2,1,1,2
39,1,70,16,2,1466,2,1,1,1,2
14,2,700,457,2,1291,1,0,1,1,2
51,2,900,397,2,1267,5,1,1,2,2
73,3,1800,198,1,2175,3,1,1,3,2
52,4,2500,233,1,802,5,1,1,6,0
75,2,920,456,2,1283,3,2,1,2,2
28,2,900,72,1,366,5,1,1,2,0
65,2,850,10,1,1759,4,1,0,1,0
51,1,650,201,2,214,0,1,1,1,2
33,1,250,457,2,95,1,2,1,1,2
62,2,1000,14,2,2057,0,1,1,2,2
18,1,350,459,2,115,5,2,1,1,2
7,2,1100,198,2,902,2,0,1,2,2
78,3,1350,167,1,2012,5,1,1,3,0
63,1,225,273,1,2221,5,2,0,1,2
35,2,200,196,2,1331,2,2,1,1,2
7,2,700,273,2,115,5,1,1,2,2
75,3,889,393,1,1428,5,1,1,2,0
75,1,850,271,1,256,3,1,0,1,0
33,2,843,196,2,1043,1,1,1,2,2
43,3,1350,10,2,1041,1,2,1,3,2
78,2,900,27,2,11,5,2,1,2,0
14,2,850,457,2,1306,1,2,1,2,2
14,2,1100,447,2,106,0,1,1,2,2
45,1,700,347,1,529,3,1,1,2,2
62,3,1450,270,2,1433,0,1,1,3,0
53,3,1606,432,2,1518,3,1,1,3,2
47,3,1250,313,2,1619,3,0,0,2,2
75,3,2500,447,1,1205,1,2,1,3,0
21,2,550,447,2,900,4,2,1,1,0
71,3,2300,17,1,228,3,0,0,3,0
67,2,700,202,1,329,5,2,1,2,0
64,3,1280,1,2,1136,1,1,1,2,2
56,2,750,110,1,225,5,1,1,2,0
59,1,800,196,2,1159,0,2,1,1,2
30,2,619,20,1,423,1,0,1,1,2
64,2,900,457,2,1035,1,1,1,2,2
33,2,1200,455,1,596,3,1,1,2,2
78,2,650,28,1,1408,5,0,2,2,0
56,3,1105,111,1,723,5,2,1,3,0
39,3,1121,383,1,695,5,2,1,3,0
19,2,750,312,1,1059,4,2,1,1,2
20,2,750,14,2,768,0,2,1,2,2
72,2,850,455,1,1900,3,1,2,2,2
35,2,75,1,1,1331,2,2,1,1,2
62,1,450,196,2,115,5,2,2,1,0
40,2,1000,313,2,1885,3,1,1,2,2
33,3,1200,457,2,1995,1,1,2,3,2
9,2,75,14,2,663,2,2,1,2,2
20,3,1068,457,2,231,4,1,1,2,2
45,4,2050,14,2,1748,3,1,1,2,2
52,2,560,447,1,1958,1,1,2,2,2
62,3,1300,19,1,1929,5,0,0,3,0
35,2,650,115,1,1069,5,1,2,2,0
56,2,630,51,1,357,5,2,0,2,0
28,1,400,14,2,1319,3,2,1,1,2
41,4,2650,138,1,934,0,2,0,5,0
31,2,800,16,2,811,0,0,1,1,2
39,2,70,14,2,2096,2,1,1,1,2
18,1,650,14,1,7,1,1,2,2,2
31,5,2300,271,1,1353,3,2,0,3,2
20,1,40,455,2,822,3,2,1,1,2
29,2,850,455,2,1520,1,2,2,2,2
66,2,700,398,1,1633,3,2,1,2,2
20,1,67,447,2,822,3,1,1,1,2
37,2,1000,236,2,1806,1,1,1,2,2
57,4,2400,312,2,1560,2,2,0,3,0
75,2,771,213,1,919,5,2,1,2,0
45,1,400,455,2,1350,1,1,1,1,2
61,2,1000,355,1,1180,5,0,1,2,0
54,3,1000,267,1,2103,5,0,0,2,0
75,2,600,424,1,879,5,1,1,2,0
28,2,100,196,2,373,3,2,1,2,2
32,3,3276,270,2,425,0,1,1,3,0
21,2,758,71,1,1068,5,1,1,2,0
49,2,600,10,2,2033,3,2,1,1,2
20,2,850,10,1,1893,4,1,1,1,2
48,3,2100,192,2,146,1,1,1,3,2
73,1,600,313,1,1159,0,1,1,1,0
63,1,450,270,2,1200,2,1,0,1,2
27,2,1250,1,2,932,0,2,0,2,2
40,2,1025,422,2,378,0,2,0,2,2
18,3,1550,271,2,228,3,1,1,3,2
43,1,428,68,1,641,5,2,1,1,0
54,3,1050,447,1,1760,4,2,0,2,0
57,6,2800,457,2,316,3,0,1,7,2
20,1,500,196,2,688,3,2,1,1,2
41,1,500,447,2,1804,1,2,1,1,2
31,1,500,196,2,1317,0,2,1,1,2
78,1,450,349,1,1171,5,1,0,1,0
30,3,1400,16,1,838,2,1,1,3,0
64,2,990,16,2,293,0,2,1,2,2
63,2,850,16,1,1749,2,1,0,2,0
64,2,663,240,1,2135,5,2,1,2,0
69,1,500,192,2,1096,3,2,1,1,2
49,3,1500,10,2,141,1,2,1,2,0
50,2,986,196,1,1553,4,2,0,1,2
64,4,3000,1,1,1470,1,2,0,4,0
27,2,500,198,2,1626,0,2,1,1,2
43,2,600,316,1,1842,5,2,0,2,0
66,2,1080,271,2,752,0,1,1,2,2
31,3,850,270,2,1869,5,0,1,2,2
18,2,700,455,2,522,4,2,1,1,2
3,2,750,14,1,1921,4,2,1,2,2
22,3,1208,335,1,1000,5,2,0,3,0
68,1,220,270,2,1884,4,2,1,1,2
25,1,600,457,2,809,1,1,1,1,2
35,2,800,433,1,328,5,1,2,2,0
77,3,1500,18,2,1518,3,1,1,3,2
76,2,550,312,1,678,2,1,1,2,2
17,2,1200,198,2,1899,3,2,0,2,2
8,2,875,313,2,156,3,1,1,2,2
60,3,1400,270,1,1070,3,1,2,3,2
33,3,1473,223,2,1056,3,0,1,2,2
34,4,2700,196,1,17,2,1,1,4,0
72,3,1300,447,1,1760,4,2,0,2,0
19,2,1800,1,2,87,1,1,1,2,2
25,4,1950,50,1,637,5,2,1,4,0
53,1,400,470,1,2077,1,2,1,1,2
25,2,650,349,1,1974,5,1,1,2,0
78,3,600,270,1,1102,2,1,1,1,0
7,2,50,198,1,533,2,1,1,2,2
79,3,800,16,1,1568,1,1,0,2,2
51,4,2000,458,1,2058,2,2,0,4,0
43,2,800,447,1,670,1,1,0,2,2
65,1,600,200,2,260,4,2,1,1,2
60,2,1100,457,1,809,1,1,0,2,2
1,2,700,10,2,1759,4,0,1,1,2
73,2,103,447,2,1748,3,2,1,2,2
53,1,400,457,2,1323,3,2,1,1,2
72,2,750,349,1,439,5,2,1,2,0
78,2,800,26,1,115,5,2,2,2,0
22,3,1800,14,1,1193,2,2,1,3,0
73,1,500,10,2,2085,0,2,1,1,2
49,1,800,16,1,1499,2,2,0,1,2
54,1,420,457,2,2179,5,1,1,1,2
41,2,700,196,2,340,3,1,1,1,2
7,2,1000,457,2,849,0,1,1,2,2
33,1,600,315,2,296,5,1,1,1,2
35,1,370,350,1,940,5,1,2,1,0
38,2,900,16,2,1802,0,1,1,2,2
22,2,1200,333,2,2154,0,2,1,1,2
79,3,1462,270,1,1343,1,1,2,3,0
62,3,2100,270,1,2144,0,2,0,3,0
49,2,850,459,1,1563,3,2,0,2,2
17,2,1000,14,2,260,4,1,1,1,2
68,2,730,315,1,1522,5,1,1,2,2
69,3,3354,453,1,1955,0,0,1,3,0
47,4,650,312,2,1506,2,0,1,2,2
7,1,550,302,2,1622,5,1,1,2,2
22,2,850,10,1,420,1,0,1,2,2
8,1,300,14,2,70,3,1,1,1,2
66,1,800,457,2,519,0,1,2,1,2
52,3,1785,425,2,1436,1,1,2,3,2
7,2,1200,198,2,114,5,1,1,2,2
20,2,1550,196,2,81,1,1,1,3,2
31,1,450,316,2,388,5,2,1,1,2
75,3,1500,189,1,590,3,1,2,3,0
30,4,1755,363,1,639,5,1,2,4,0
78,3,1100,158,1,379,5,1,1,2,0
64,4,2400,455,1,1470,1,2,0,3,0
48,2,2000,457,1,261,4,2,1,1,2
31,2,800,196,2,242,0,1,1,1,2
53,2,1000,198,2,712,0,1,1,1,2
16,2,700,447,1,1760,4,1,0,2,2
79,4,4000,10,2,1534,1,1,1,4,0
41,3,1500,14,1,1958,1,1,1,3,2
11,1,650,447,2,1375,1,1,1,1,2
70,2,1300,10,1,1740,3,1,0,2,2
78,3,1300,295,1,1124,5,1,1,4,0
57,2,700,10,2,165,1,2,1,1,2
76,2,1200,270,2,652,0,1,1,2,2
68,3,1650,17,2,2050,1,2,1,3,0
75,1,550,17,1,1028,3,2,0,1,0
29,1,500,202,1,1271,5,0,2,1,0
69,3,1100,457,1,531,2,1,1,2,0
73,1,200,459,2,1886,5,2,1,1,2
65,2,600,397,1,1228,5,0,2,2,0
22,2,1050,17,2,559,0,1,1,2,2
20,2,1000,14,1,1647,0,2,0,2,2
78,3,1100,328,1,74,5,2,2,3,0
59,1,500,10,2,2056,0,2,1,1,2
49,2,900,271,1,2166,1,2,0,2,2
68,2,550,447,1,613,4,2,1,1,2
27,3,1050,299,1,2046,1,1,2,3,0
59,3,1600,371,1,815,5,1,1,3,0
17,3,1000,198,1,1449,3,1,2,2,2
37,3,1800,379,1,2016,3,1,1,3,2
41,2,930,16,2,1274,1,1,1,2,2
77,2,1010,347,1,544,3,2,0,2,2
35,1,400,270,1,1078,2,1,1,1,0
21,3,1100,130,1,161,5,2,1,4,0
35,2,1020,200,2,322,0,1,1,2,2
77,2,854,112,1,937,5,1,1,2,0
35,1,435,196,2,964,4,2,1,1,2
64,2,900,10,1,185,0,1,2,2,2
35,3,1383,198,2,1524,1,1,0,3,2
56,2,680,341,1,594,5,2,2,2,0
47,2,550,312,1,512,2,2,1,1,2
64,2,580,271,2,1849,1,1,1,2,2
59,2,620,356,1,1312,5,1,2,2,0
47,1,250,192,2,900,4,0,1,1,2
35,1,475,270,2,114,5,0,1,1,2
57,2,700,10,2,1154,1,2,1,2,2
68,2,60,267,1,1692,2,1,0,2,2
39,1,500,371,1,1981,5,2,0,1,2
